port_unlocode,move_type,ship_mmsi,ship_imo,date_utc,move_typ,terminal_id,berth_id
RUMMK,DEPARTURE,256380000,9522128,2021-12-31T21:57:00Z,departure,NA,NA
RUNVS,DEPARTURE,636014193,9413561,2021-12-31T21:05:00Z,departure,NA,NA
RUPRI,DEPARTURE,538005400,9688374,2021-12-31T20:46:00Z,departure,NA,NA
RUARH,DEPARTURE,273436640,9171175,2021-12-31T20:37:00Z,departure,NA,NA
RUULU,DEPARTURE,259077000,9235892,2021-12-31T20:28:00Z,departure,NA,NA
RULED,DEPARTURE,273350170,8821761,2021-12-31T20:16:00Z,departure,NA,NA
RULED,DEPARTURE,566583000,9729271,2021-12-31T20:00:00Z,departure,NA,NA
RUNJK,DEPARTURE,273352560,9327334,2021-12-31T18:59:00Z,departure,NA,NA
RUBLT,DEPARTURE,215090000,9407213,2021-12-31T18:45:00Z,departure,NA,NA
RUYEY,DEPARTURE,273338920,9435337,2021-12-31T18:45:00Z,departure,NA,NA
RUULU,DEPARTURE,247279600,9378371,2021-12-31T18:05:00Z,departure,NA,NA
RUSTY,DEPARTURE,215090000,9407213,2021-12-31T17:32:00Z,departure,NA,NA
RUULU,DEPARTURE,273426280,9151890,2021-12-31T17:12:00Z,departure,NA,NA
RUTUA,DEPARTURE,538008325,9353113,2021-12-31T16:46:00Z,departure,NA,NA
RUPRI,DEPARTURE,249266000,9317949,2021-12-31T16:31:00Z,departure,NA,NA
RUNJK,DEPARTURE,273350980,9038969,2021-12-31T15:04:00Z,departure,NA,NA
RUTMR,DEPARTURE,273358170,9645011,2021-12-31T14:38:00Z,departure,NA,NA
RUNVS,DEPARTURE,636011641,9256066,2021-12-31T14:15:00Z,departure,NA,NA
RUNVS,DEPARTURE,256902000,9717266,2021-12-31T13:51:00Z,departure,NA,NA
RUROV,DEPARTURE,273351430,9630975,2021-12-31T12:57:00Z,departure,NA,NA
RUNVS,DEPARTURE,273393460,9711248,2021-12-31T12:39:00Z,departure,NA,NA
RUNVS,DEPARTURE,538008915,9884033,2021-12-31T12:20:00Z,departure,NA,NA
RUYEY,DEPARTURE,273355800,9540340,2021-12-31T11:09:00Z,departure,NA,NA
RUNJK,DEPARTURE,636013794,9417751,2021-12-31T10:53:00Z,departure,NA,NA
RUNVS,DEPARTURE,273314230,9369617,2021-12-31T10:20:00Z,departure,NA,NA
RUKZP,DEPARTURE,273329070,9599353,2021-12-31T08:54:00Z,departure,NA,NA
RUKOZ,DEPARTURE,636019634,9398266,2021-12-31T07:49:00Z,departure,NA,NA
RUNVS,DEPARTURE,311000335,9399492,2021-12-31T06:32:00Z,departure,NA,NA
RUNVS,DEPARTURE,273427090,9766085,2021-12-31T03:27:00Z,departure,NA,NA
RUTUA,DEPARTURE,636014902,9315800,2021-12-31T03:25:00Z,departure,NA,NA
RUPRI,DEPARTURE,538005402,9688386,2021-12-31T02:57:00Z,departure,NA,NA
RUNVS,DEPARTURE,248132000,9464352,2021-12-31T02:42:00Z,departure,NA,NA
RULED,DEPARTURE,273337270,9299173,2021-12-30T22:22:00Z,departure,NA,NA
RUPRI,DEPARTURE,211409100,9255488,2021-12-30T21:52:00Z,departure,NA,NA
RUULU,DEPARTURE,229632000,9669653,2021-12-30T21:38:00Z,departure,NA,NA
RUNVS,DEPARTURE,248822000,9420629,2021-12-30T20:10:00Z,departure,NA,NA
RUVYP,DEPARTURE,357691000,9290610,2021-12-30T19:20:00Z,departure,NA,NA
RUNVS,DEPARTURE,240715000,9332157,2021-12-30T19:16:00Z,departure,NA,NA
RUNJK,DEPARTURE,636012691,9292058,2021-12-30T18:30:00Z,departure,NA,NA
RUNVS,DEPARTURE,273371330,9418509,2021-12-30T18:07:00Z,departure,NA,NA
RUNVS,DEPARTURE,273350660,9640554,2021-12-30T16:55:00Z,departure,NA,NA
RUPRI,DEPARTURE,309924000,9325908,2021-12-30T16:48:00Z,departure,NA,NA
RUAZO,DEPARTURE,273433680,9300350,2021-12-30T16:40:00Z,departure,NA,NA
RUAZO,DEPARTURE,273339480,9679373,2021-12-30T15:42:00Z,departure,NA,NA
RUAZO,DEPARTURE,273318520,9354636,2021-12-30T15:39:00Z,departure,NA,NA
RUTAG,DEPARTURE,273355380,9648221,2021-12-30T14:49:00Z,departure,NA,NA
RUKOZ,DEPARTURE,538009217,9315446,2021-12-30T14:07:00Z,departure,NA,NA
RUAZO,DEPARTURE,273351430,9630975,2021-12-30T13:58:00Z,departure,NA,NA
RUNVS,DEPARTURE,240594000,9338905,2021-12-30T13:52:00Z,departure,NA,NA
RUAZO,DEPARTURE,273351320,9598359,2021-12-30T13:16:00Z,departure,NA,NA
RUDKA,DEPARTURE,212500000,9301380,2021-12-30T13:13:00Z,departure,NA,NA
RUMCX,DEPARTURE,273445330,9289001,2021-12-30T13:12:00Z,departure,NA,NA
RUBLT,DEPARTURE,247422700,9474450,2021-12-30T13:01:00Z,departure,NA,NA
RUAZO,DEPARTURE,273352320,9598361,2021-12-30T12:47:00Z,departure,NA,NA
RUSTY,DEPARTURE,247422700,9474450,2021-12-30T11:40:00Z,departure,NA,NA
RUULU,DEPARTURE,248292000,9728241,2021-12-30T11:38:00Z,departure,NA,NA
RUNVS,DEPARTURE,273324070,9599341,2021-12-30T11:13:00Z,departure,NA,NA
RUPKC,DEPARTURE,273342530,8914855,2021-12-30T11:11:00Z,departure,NA,NA
RUNVS,DEPARTURE,538002561,9335915,2021-12-30T10:48:00Z,departure,NA,NA
RUTUA,DEPARTURE,566429000,9636632,2021-12-30T10:42:00Z,departure,NA,NA
RUULU,DEPARTURE,240244000,9288693,2021-12-30T10:22:00Z,departure,NA,NA
RUTAM,DEPARTURE,311000224,9417323,2021-12-30T10:10:00Z,departure,NA,NA
RUVNN,DEPARTURE,273359970,9217321,2021-12-30T09:58:00Z,departure,NA,NA
RUNVS,DEPARTURE,636017059,9742912,2021-12-30T09:49:00Z,departure,NA,NA
RUPRI,DEPARTURE,538008326,9353137,2021-12-30T08:39:00Z,departure,NA,NA
RUYEY,DEPARTURE,273350270,9645035,2021-12-30T06:10:00Z,departure,NA,NA
RUNVS,DEPARTURE,538007535,9314832,2021-12-30T05:24:00Z,departure,NA,NA
RUVVO,DEPARTURE,273295660,9356610,2021-12-30T04:23:00Z,departure,NA,NA
RUNVS,DEPARTURE,241463000,9645425,2021-12-30T00:57:00Z,departure,NA,NA
RUULU,DEPARTURE,238265000,9401128,2021-12-30T00:55:00Z,departure,NA,NA
RUTUA,DEPARTURE,273359070,9540352,2021-12-29T23:53:00Z,departure,NA,NA
RUKZP,DEPARTURE,273357390,9645073,2021-12-29T23:52:00Z,departure,NA,NA
RUVVO,DEPARTURE,273453790,9166314,2021-12-29T22:33:00Z,departure,NA,NA
RUPRI,DEPARTURE,248006000,9737383,2021-12-29T22:23:00Z,departure,NA,NA
RUROV,DEPARTURE,273433680,9300350,2021-12-29T22:15:00Z,departure,NA,NA
RUNVS,DEPARTURE,271042654,9590682,2021-12-29T21:53:00Z,departure,NA,NA
RUROV,DEPARTURE,273351180,9640580,2021-12-29T21:31:00Z,departure,NA,NA
RUVVO,DEPARTURE,273453790,9166314,2021-12-29T21:20:00Z,departure,NA,NA
RUNVS,DEPARTURE,273415140,9164512,2021-12-29T19:16:00Z,departure,NA,NA
RUTAG,DEPARTURE,273376900,9735139,2021-12-29T18:21:00Z,departure,NA,NA
NA,DEPARTURE,273216480,9492842,2021-12-29T18:16:00Z,departure,NA,NA
RUTAG,DEPARTURE,273391340,9829069,2021-12-29T16:39:00Z,departure,NA,NA
RUNVS,DEPARTURE,538005372,9263174,2021-12-29T15:22:00Z,departure,NA,NA
RUNVS,DEPARTURE,256769000,9722637,2021-12-29T15:07:00Z,departure,NA,NA
RUPRI,DEPARTURE,226099000,9595137,2021-12-29T14:35:00Z,departure,NA,NA
RUKOZ,DEPARTURE,538009108,9388730,2021-12-29T10:58:00Z,departure,NA,NA
RULED,DEPARTURE,273358390,9645097,2021-12-29T10:15:00Z,departure,NA,NA
RUULU,DEPARTURE,636019072,9829100,2021-12-29T09:21:00Z,departure,NA,NA
RUPRI,DEPARTURE,255806262,9851696,2021-12-29T09:01:00Z,departure,NA,NA
RUTUA,DEPARTURE,271001000,9445382,2021-12-29T08:35:00Z,departure,NA,NA
RUNVS,DEPARTURE,241604000,9787182,2021-12-29T06:58:00Z,departure,NA,NA
RUVYP,DEPARTURE,273326750,8906951,2021-12-29T06:46:00Z,departure,NA,NA
RUAZO,DEPARTURE,273356390,9645085,2021-12-29T05:18:00Z,departure,NA,NA
RUAZO,DEPARTURE,273387430,9637961,2021-12-29T05:01:00Z,departure,NA,NA
RUAZO,DEPARTURE,273440780,9297199,2021-12-29T04:52:00Z,departure,NA,NA
RUPRI,DEPARTURE,311816000,9291262,2021-12-29T04:25:00Z,departure,NA,NA
RUVVO,DEPARTURE,273350980,9038969,2021-12-29T03:20:00Z,departure,NA,NA
RUULU,DEPARTURE,538006621,9726580,2021-12-29T03:14:00Z,departure,NA,NA
RUTUA,DEPARTURE,273353450,9640516,2021-12-29T02:51:00Z,departure,NA,NA
RUYEY,DEPARTURE,273331440,9645982,2021-12-29T02:39:00Z,departure,NA,NA
RUNVS,DEPARTURE,356923000,9585900,2021-12-29T02:27:00Z,departure,NA,NA
RUKOZ,DEPARTURE,538008893,9346744,2021-12-29T02:22:00Z,departure,NA,NA
RUTMR,DEPARTURE,273352260,9612909,2021-12-29T01:30:00Z,departure,NA,NA
RUULU,DEPARTURE,273337270,9299173,2021-12-29T01:26:00Z,departure,NA,NA
RUTUA,DEPARTURE,273358190,9217319,2021-12-29T01:04:00Z,departure,NA,NA
RULED,DEPARTURE,259768000,9378723,2021-12-29T00:05:00Z,departure,NA,NA
RUPRI,DEPARTURE,538009607,9332626,2021-12-28T21:50:00Z,departure,NA,NA
RUTMR,DEPARTURE,273393650,9829071,2021-12-28T19:50:00Z,departure,NA,NA
RUTAM,DEPARTURE,256392000,9694361,2021-12-28T19:27:00Z,departure,NA,NA
RUVYS,DEPARTURE,538005407,9696577,2021-12-28T19:14:00Z,departure,NA,NA
NA,DEPARTURE,273391160,9759939,2021-12-28T18:15:00Z,departure,NA,NA
RUTAM,DEPARTURE,636093036,9575345,2021-12-28T18:01:00Z,departure,NA,NA
RUULU,DEPARTURE,636020423,9889136,2021-12-28T16:56:00Z,departure,NA,NA
RUPRI,DEPARTURE,636018671,9815616,2021-12-28T15:45:00Z,departure,NA,NA
RUNVS,DEPARTURE,273371330,9418509,2021-12-28T14:12:00Z,departure,NA,NA
RUNVS,DEPARTURE,636015526,9358541,2021-12-28T13:03:00Z,departure,NA,NA
RUVNN,DEPARTURE,273359970,9217321,2021-12-28T12:17:00Z,departure,NA,NA
RUSEW,DEPARTURE,273454890,9299161,2021-12-28T11:34:00Z,departure,NA,NA
RUULU,DEPARTURE,211881000,9352303,2021-12-28T10:08:00Z,departure,NA,NA
RUULU,DEPARTURE,248884000,9309423,2021-12-28T09:50:00Z,departure,NA,NA
RUNVS,DEPARTURE,241493000,9645437,2021-12-28T08:24:00Z,departure,NA,NA
RUDKA,DEPARTURE,212500000,9301380,2021-12-28T07:56:00Z,departure,NA,NA
RUKOZ,DEPARTURE,356178000,9783930,2021-12-28T06:15:00Z,departure,NA,NA
NA,DEPARTURE,563037300,9808467,2021-12-28T05:27:00Z,departure,NA,NA
RUVNN,DEPARTURE,636017406,9268112,2021-12-28T04:57:00Z,departure,NA,NA
RUULU,DEPARTURE,636018688,9826732,2021-12-28T02:18:00Z,departure,NA,NA
RUAZO,DEPARTURE,273355680,9645061,2021-12-28T02:04:00Z,departure,NA,NA
RUKZP,DEPARTURE,273329070,9599353,2021-12-28T01:41:00Z,departure,NA,NA
RUKOZ,DEPARTURE,563003300,9728423,2021-12-27T22:50:00Z,departure,NA,NA
RUTAM,DEPARTURE,352730000,9798648,2021-12-27T22:13:00Z,departure,NA,NA
RUNVS,DEPARTURE,248900000,9379624,2021-12-27T21:25:00Z,departure,NA,NA
NA,DEPARTURE,436000393,9323091,2021-12-27T18:54:00Z,departure,NA,NA
RUPRI,DEPARTURE,255806264,9851713,2021-12-27T17:26:00Z,departure,NA,NA
RUNVS,DEPARTURE,249747000,9407457,2021-12-27T16:09:00Z,departure,NA,NA
RUAZO,DEPARTURE,273433790,9340881,2021-12-27T15:51:00Z,departure,NA,NA
RUNVS,DEPARTURE,226019000,9587817,2021-12-27T15:41:00Z,departure,NA,NA
RUTAG,DEPARTURE,273275000,8230845,2021-12-27T15:33:00Z,departure,NA,NA
RUAZO,DEPARTURE,273331580,9683714,2021-12-27T14:54:00Z,departure,NA,NA
RUPRI,DEPARTURE,538007376,9773753,2021-12-27T13:58:00Z,departure,NA,NA
RUULU,DEPARTURE,477150600,9740471,2021-12-27T05:29:00Z,departure,NA,NA
NA,DEPARTURE,352179000,9413004,2021-12-27T02:42:00Z,departure,NA,NA
RUAZO,DEPARTURE,273353260,9612911,2021-12-27T01:42:00Z,departure,NA,NA
RUTMR,DEPARTURE,273359390,9645102,2021-12-27T00:27:00Z,departure,NA,NA
RUULU,DEPARTURE,257861000,9305556,2021-12-26T23:32:00Z,departure,NA,NA
RUROV,DEPARTURE,273353260,9612911,2021-12-26T23:31:00Z,departure,NA,NA
RULED,DEPARTURE,273353180,9645047,2021-12-26T22:46:00Z,departure,NA,NA
RULED,DEPARTURE,215263000,9247481,2021-12-26T21:40:00Z,departure,NA,NA
RUULU,DEPARTURE,636019055,9843572,2021-12-26T21:35:00Z,departure,NA,NA
RUAZO,DEPARTURE,273359560,9640542,2021-12-26T20:27:00Z,departure,NA,NA
RUTMR,DEPARTURE,273332580,9683726,2021-12-26T20:22:00Z,departure,NA,NA
RUAZO,DEPARTURE,273392370,9804215,2021-12-26T20:10:00Z,departure,NA,NA
RUVYS,DEPARTURE,256396000,9318034,2021-12-26T19:10:00Z,departure,NA,NA
RUYEY,DEPARTURE,273353050,9517094,2021-12-26T18:13:00Z,departure,NA,NA
RUPRI,DEPARTURE,249855000,9777931,2021-12-26T17:11:00Z,departure,NA,NA
RUKZP,DEPARTURE,273443330,9288980,2021-12-26T16:20:00Z,departure,NA,NA
RUVVO,DEPARTURE,273389070,7927960,2021-12-26T15:02:00Z,departure,NA,NA
RUPRI,DEPARTURE,477669300,9261657,2021-12-26T14:40:00Z,departure,NA,NA
RUVVO,DEPARTURE,636012897,9322968,2021-12-26T14:03:00Z,departure,NA,NA
RUPRI,DEPARTURE,248024000,9737400,2021-12-26T10:22:00Z,departure,NA,NA
RUKOZ,DEPARTURE,636019903,9437672,2021-12-26T10:09:00Z,departure,NA,NA
RUYEY,DEPARTURE,273336920,9435351,2021-12-26T09:18:00Z,departure,NA,NA
RUAZO,DEPARTURE,273384070,9637973,2021-12-26T07:51:00Z,departure,NA,NA
RUDKA,DEPARTURE,212500000,9301380,2021-12-26T07:42:00Z,departure,NA,NA
RUULU,DEPARTURE,636019071,9829095,2021-12-26T06:18:00Z,departure,NA,NA
RUVVO,DEPARTURE,273210470,9163764,2021-12-26T05:41:00Z,departure,NA,NA
RUAZO,DEPARTURE,273433680,9300350,2021-12-26T03:07:00Z,departure,NA,NA
NA,DEPARTURE,273212310,9837547,2021-12-26T00:27:00Z,departure,NA,NA
RUPRI,DEPARTURE,230687000,9892432,2021-12-25T23:23:00Z,departure,NA,NA
RUVYS,DEPARTURE,538009363,9380582,2021-12-25T22:54:00Z,departure,NA,NA
RUULU,DEPARTURE,273337270,9299173,2021-12-25T21:39:00Z,departure,NA,NA
RULED,DEPARTURE,258953000,9318565,2021-12-25T18:47:00Z,departure,NA,NA
RUARH,DEPARTURE,212111000,9384459,2021-12-25T17:55:00Z,departure,NA,NA
RUULU,DEPARTURE,241294000,9644237,2021-12-25T17:06:00Z,departure,NA,NA
RUAZO,DEPARTURE,273445480,9313589,2021-12-25T16:50:00Z,departure,NA,NA
RUAZO,DEPARTURE,273444390,9300348,2021-12-25T13:10:00Z,departure,NA,NA
RUAZO,DEPARTURE,273355450,9640530,2021-12-25T12:16:00Z,departure,NA,NA
RUAZO,DEPARTURE,273351430,9630975,2021-12-25T11:57:00Z,departure,NA,NA
RUKZP,DEPARTURE,273358180,9621560,2021-12-25T10:34:00Z,departure,NA,NA
RULED,DEPARTURE,275484000,9169782,2021-12-25T10:04:00Z,departure,NA,NA
RUPRI,DEPARTURE,215307000,9382750,2021-12-25T09:27:00Z,departure,NA,NA
RUYEY,DEPARTURE,273344330,9517070,2021-12-25T06:51:00Z,departure,NA,NA
RUKOZ,DEPARTURE,311000695,9801524,2021-12-25T01:58:00Z,departure,NA,NA
RUULU,DEPARTURE,273337270,9299173,2021-12-25T01:27:00Z,departure,NA,NA
RUULU,DEPARTURE,538006769,9726592,2021-12-24T23:29:00Z,departure,NA,NA
RUULU,DEPARTURE,636015563,9610793,2021-12-24T21:31:00Z,departure,NA,NA
RUPRI,DEPARTURE,220556000,9302126,2021-12-24T20:47:00Z,departure,NA,NA
RUULU,DEPARTURE,566598000,9729283,2021-12-24T20:07:00Z,departure,NA,NA
RUNVS,DEPARTURE,249747000,9407457,2021-12-24T19:24:00Z,departure,NA,NA
RUPRI,DEPARTURE,636018830,9826897,2021-12-24T15:44:00Z,departure,NA,NA
RUSKA,DEPARTURE,273326750,8906951,2021-12-24T14:08:00Z,departure,NA,NA
RUVVO,DEPARTURE,273445390,7912044,2021-12-24T14:06:00Z,departure,NA,NA
RUNVS,DEPARTURE,273353450,9640516,2021-12-24T11:21:00Z,departure,NA,NA
RUAZO,DEPARTURE,273353260,9612911,2021-12-24T10:13:00Z,departure,NA,NA
RUTUA,DEPARTURE,538009661,9308132,2021-12-24T09:49:00Z,departure,NA,NA
RUNVS,DEPARTURE,273318810,9352705,2021-12-24T09:42:00Z,departure,NA,NA
RUVYS,DEPARTURE,212182000,9299862,2021-12-24T08:13:00Z,departure,NA,NA
RUKOZ,DEPARTURE,240531000,9305609,2021-12-24T07:58:00Z,departure,NA,NA
RUNVS,DEPARTURE,249981000,9759800,2021-12-24T07:13:00Z,departure,NA,NA
RUTMR,DEPARTURE,273351450,9640499,2021-12-24T07:01:00Z,departure,NA,NA
RUNVS,DEPARTURE,256903000,9693068,2021-12-24T05:46:00Z,departure,NA,NA
RUDKA,DEPARTURE,209225000,9301419,2021-12-24T05:35:00Z,departure,NA,NA
RUTAM,DEPARTURE,310602000,9391476,2021-12-24T05:29:00Z,departure,NA,NA
RUNVS,DEPARTURE,247430200,9644433,2021-12-24T04:40:00Z,departure,NA,NA
RUVYP,DEPARTURE,273218180,9183829,2021-12-24T04:30:00Z,departure,NA,NA
RUROV,DEPARTURE,273351430,9630975,2021-12-24T02:40:00Z,departure,NA,NA
RUNVS,DEPARTURE,636014352,9412359,2021-12-24T00:45:00Z,departure,NA,NA
RUKOZ,DEPARTURE,563030600,9810501,2021-12-24T00:05:00Z,departure,NA,NA
RULED,DEPARTURE,273358390,9645097,2021-12-23T22:06:00Z,departure,NA,NA
RUULU,DEPARTURE,249007000,9693070,2021-12-23T21:45:00Z,departure,NA,NA
RULED,DEPARTURE,266235000,9301873,2021-12-23T21:11:00Z,departure,NA,NA
RUPRI,DEPARTURE,218085000,9380489,2021-12-23T21:06:00Z,departure,NA,NA
RUNVS,DEPARTURE,256909000,9388209,2021-12-23T20:40:00Z,departure,NA,NA
RUTMR,DEPARTURE,273358170,9645011,2021-12-23T20:02:00Z,departure,NA,NA
RUKZP,DEPARTURE,273352450,9640504,2021-12-23T19:39:00Z,departure,NA,NA
RUULU,DEPARTURE,219027836,9433810,2021-12-23T19:23:00Z,departure,NA,NA
RUVYS,DEPARTURE,240597000,9315795,2021-12-23T19:22:00Z,departure,NA,NA
NA,DEPARTURE,273216880,9575929,2021-12-23T17:58:00Z,departure,NA,NA
RUTMR,DEPARTURE,273354450,9640528,2021-12-23T17:50:00Z,departure,NA,NA
RUULU,DEPARTURE,273426280,9151890,2021-12-23T16:31:00Z,departure,NA,NA
RUNVS,DEPARTURE,311000820,9823041,2021-12-23T15:31:00Z,departure,NA,NA
RUPRI,DEPARTURE,259077000,9235892,2021-12-23T13:25:00Z,departure,NA,NA
RUAZO,DEPARTURE,273352430,9626699,2021-12-23T10:53:00Z,departure,NA,NA
RUNVS,DEPARTURE,273390540,9745720,2021-12-23T09:52:00Z,departure,NA,NA
RUNVS,DEPARTURE,636011640,9256054,2021-12-23T09:09:00Z,departure,NA,NA
RUAZO,DEPARTURE,273431390,9340879,2021-12-23T08:58:00Z,departure,NA,NA
RUAZO,DEPARTURE,273351430,9630975,2021-12-23T07:23:00Z,departure,NA,NA
RUVYP,DEPARTURE,273350980,9038969,2021-12-23T04:32:00Z,departure,NA,NA
RUPRI,DEPARTURE,538009651,9326873,2021-12-23T02:50:00Z,departure,NA,NA
RUNVS,DEPARTURE,538005424,9349631,2021-12-23T02:14:00Z,departure,NA,NA
RULED,DEPARTURE,273357860,9645009,2021-12-23T00:45:00Z,departure,NA,NA
RULED,DEPARTURE,219337000,9724532,2021-12-23T00:39:00Z,departure,NA,NA
RULED,DEPARTURE,240147000,9276561,2021-12-22T23:11:00Z,departure,NA,NA
RUNVS,DEPARTURE,215322000,9239977,2021-12-22T22:56:00Z,departure,NA,NA
RUTAG,DEPARTURE,273393560,9838199,2021-12-22T22:10:00Z,departure,NA,NA
RUNJK,DEPARTURE,273419360,9053206,2021-12-22T21:46:00Z,departure,NA,NA
RUNVS,DEPARTURE,247391400,9314868,2021-12-22T21:39:00Z,departure,NA,NA
RUNVS,DEPARTURE,248337000,9384095,2021-12-22T21:22:00Z,departure,NA,NA
RUULU,DEPARTURE,309924000,9325908,2021-12-22T21:12:00Z,departure,NA,NA
RUAZO,DEPARTURE,273337080,9655470,2021-12-22T20:49:00Z,departure,NA,NA
RUAZO,DEPARTURE,273433590,9328663,2021-12-22T20:34:00Z,departure,NA,NA
RUAZO,DEPARTURE,273351260,9612923,2021-12-22T20:21:00Z,departure,NA,NA
RUNVS,DEPARTURE,636016128,9588158,2021-12-22T19:50:00Z,departure,NA,NA
RUULU,DEPARTURE,273430430,9167930,2021-12-22T19:07:00Z,departure,NA,NA
RUULU,DEPARTURE,273337270,9299173,2021-12-22T18:29:00Z,departure,NA,NA
NA,DEPARTURE,273216480,9492842,2021-12-22T18:26:00Z,departure,NA,NA
RUKZP,DEPARTURE,273357390,9645073,2021-12-22T17:38:00Z,departure,NA,NA
RUKOZ,DEPARTURE,636011642,9256078,2021-12-22T12:45:00Z,departure,NA,NA
RUKOZ,DEPARTURE,636017656,9354301,2021-12-22T11:53:00Z,departure,NA,NA
RUULU,DEPARTURE,636018754,9412000,2021-12-22T11:37:00Z,departure,NA,NA
RULED,DEPARTURE,240609000,9297541,2021-12-22T09:45:00Z,departure,NA,NA
RUSKA,DEPARTURE,273350980,9038969,2021-12-22T07:13:00Z,departure,NA,NA
RUNVS,DEPARTURE,273324070,9599341,2021-12-22T06:13:00Z,departure,NA,NA
RUNVS,DEPARTURE,273371330,9418509,2021-12-22T06:07:00Z,departure,NA,NA
RUPRI,DEPARTURE,249592000,9389100,2021-12-22T05:36:00Z,departure,NA,NA
RUNVS,DEPARTURE,538006916,9266877,2021-12-22T01:28:00Z,departure,NA,NA
RUTAM,DEPARTURE,538003883,9478690,2021-12-22T01:07:00Z,departure,NA,NA
RUVYS,DEPARTURE,664444000,9365623,2021-12-21T23:22:00Z,departure,NA,NA
RUPRI,DEPARTURE,636014189,9413547,2021-12-21T23:14:00Z,departure,NA,NA
RULED,DEPARTURE,273337270,9299173,2021-12-21T23:03:00Z,departure,NA,NA
RUBLT,DEPARTURE,215872000,9221786,2021-12-21T21:05:00Z,departure,NA,NA
RUSTY,DEPARTURE,215872000,9221786,2021-12-21T20:00:00Z,departure,NA,NA
RUNVS,DEPARTURE,255806156,9624079,2021-12-21T17:55:00Z,departure,NA,NA
RUNVS,DEPARTURE,538005292,9260081,2021-12-21T17:35:00Z,departure,NA,NA
RUMMK,DEPARTURE,273454890,9299161,2021-12-21T17:34:00Z,departure,NA,NA
RUNVS,DEPARTURE,229357000,9299496,2021-12-21T17:24:00Z,departure,NA,NA
RUULU,DEPARTURE,219814000,9747974,2021-12-21T16:14:00Z,departure,NA,NA
RUULU,DEPARTURE,249547000,9389083,2021-12-21T14:11:00Z,departure,NA,NA
RUNVS,DEPARTURE,248851000,9793997,2021-12-21T13:40:00Z,departure,NA,NA
RUULU,DEPARTURE,566579000,9725639,2021-12-21T12:17:00Z,departure,NA,NA
RUAZO,DEPARTURE,273331580,9683714,2021-12-21T11:58:00Z,departure,NA,NA
RUPRI,DEPARTURE,538005404,9691735,2021-12-21T11:50:00Z,departure,NA,NA
RUDUD,DEPARTURE,273357330,9585273,2021-12-21T10:03:00Z,departure,NA,NA
RUULU,DEPARTURE,240547000,9305611,2021-12-21T08:39:00Z,departure,NA,NA
RUTAG,DEPARTURE,273329070,9599353,2021-12-21T07:55:00Z,departure,NA,NA
RUPRI,DEPARTURE,257031550,9817470,2021-12-21T07:06:00Z,departure,NA,NA
RUMMK,DEPARTURE,273454890,9299161,2021-12-21T06:26:00Z,departure,NA,NA
RUDKA,DEPARTURE,209595000,9301407,2021-12-21T04:44:00Z,departure,NA,NA
RUPRI,DEPARTURE,218057000,9380477,2021-12-21T03:15:00Z,departure,NA,NA
RUVYS,DEPARTURE,240730000,9307827,2021-12-21T02:30:00Z,departure,NA,NA
RUULU,DEPARTURE,538006357,9722596,2021-12-21T00:28:00Z,departure,NA,NA
RUAZO,DEPARTURE,273356420,9598373,2021-12-20T23:16:00Z,departure,NA,NA
RUKZP,DEPARTURE,273350660,9640554,2021-12-20T21:57:00Z,departure,NA,NA
RUVVO,DEPARTURE,273342530,8914855,2021-12-20T20:11:00Z,departure,NA,NA
RUTMR,DEPARTURE,273352260,9612909,2021-12-20T19:43:00Z,departure,NA,NA
RUROV,DEPARTURE,273331580,9683714,2021-12-20T19:43:00Z,departure,NA,NA
RUKOZ,DEPARTURE,636015564,9610808,2021-12-20T18:43:00Z,departure,NA,NA
RUAZO,DEPARTURE,273352450,9640504,2021-12-20T17:26:00Z,departure,NA,NA
RUVVO,DEPARTURE,273340490,9000235,2021-12-20T16:41:00Z,departure,NA,NA
RUULU,DEPARTURE,538005178,9686766,2021-12-20T15:26:00Z,departure,NA,NA
RUPRI,DEPARTURE,228079600,9587843,2021-12-20T14:40:00Z,departure,NA,NA
RUBLT,DEPARTURE,215872000,9221786,2021-12-20T13:52:00Z,departure,NA,NA
RUAZO,DEPARTURE,273387430,9637961,2021-12-20T12:46:00Z,departure,NA,NA
RUAZO,DEPARTURE,273352320,9598361,2021-12-20T12:29:00Z,departure,NA,NA
RUPRI,DEPARTURE,636014355,9511533,2021-12-20T11:32:00Z,departure,NA,NA
RUAZO,DEPARTURE,273433790,9340881,2021-12-20T11:27:00Z,departure,NA,NA
RUULU,DEPARTURE,249998000,9779953,2021-12-20T10:58:00Z,departure,NA,NA
RUVVO,DEPARTURE,538007496,9226009,2021-12-20T09:58:00Z,departure,NA,NA
RUTUA,DEPARTURE,538009661,9308132,2021-12-20T09:47:00Z,departure,NA,NA
RUTAG,DEPARTURE,273398850,9838864,2021-12-20T08:18:00Z,departure,NA,NA
RUVYS,DEPARTURE,636014353,9511387,2021-12-20T07:56:00Z,departure,NA,NA
RUNVS,DEPARTURE,255806172,9319870,2021-12-20T07:38:00Z,departure,NA,NA
RUYEY,DEPARTURE,273342520,9421958,2021-12-20T07:36:00Z,departure,NA,NA
RUTMR,DEPARTURE,273359390,9645102,2021-12-20T07:28:00Z,departure,NA,NA
RUNVS,DEPARTURE,636014308,9421960,2021-12-20T02:29:00Z,departure,NA,NA
RUNVS,DEPARTURE,247391300,9314844,2021-12-20T01:05:00Z,departure,NA,NA
